0	56	65
1	54	63
2	53	64
3	48	63
4	48	60
5	45	58
6	44	59
7	42	55
8	39	55
9	36	49
10	34	49
11	33	46
12	30	44
13	30	39
14	28	38
15	25	38
16	24	36
17	17	40
18	18	36
19	16	35
20	15	30
21	13	29
22	11	28
23	8	25
24	5	20
25	1	18
26	0	15
27	-1	13
28	-2	15
29	-3	12
30	-7	8
31	-9	7
32	-12	6
33	-10	4
34	-12	-1
35	-14	-2
36	-17	-3
37	-19	-6
38	-21	-7
39	-24	-9
40	-26	-13
41	-32	-17
42	-35	-16
43	-37	-18
44	-35	-20
45	-41	-23
46	-43	-25
47	-43	-28
48	-46	-30
49	-45	-31
50	-48	-33
51	-51	-35
52	-52	-39
53	-54	-39
54	-57	-40
55	-59	-45
56	-62	-47
57	-65	-49
58	-65	-50
59	-69	-50
60	-69	-53
61	-72	-57
62	-73	-57
63	-75	-60
64	-80	-60
65	-80	-65
66	-82	-65
67	-86	-69
68	-87	-69
69	-90	-72
70	-90	-71
71	-91	-75
72	-92	-79
73	-96	-78
74	-97	-82
75	-99	-82
76	-101	-87
77	-102	-86
78	-103	-86
79	-105	-88
80	-107	-94
81	-109	-96
82	-114	-97
83	-117	-100
84	-119	-100
85	-118	-101
86	-121	-104
87	-122	-104
88	-125	-108
89	-129	-111
90	-130	-113
91	-134	-114
92	-135	-116
93	-136	-120
94	-139	-120
95	-141	-125
96	-144	-125
97	-144	-127
98	-147	-129
99	-148	-132
100	-152	-134
101	-152	-138
102	-155	-138
103	-161	-140
104	-162	-143
105	-166	-146
106	-167	-147
107	-169	-146
108	-170	-149
109	-170	-152
110	-172	-152
111	-176	-154
112	-179	-156
113	-177	-158
114	-178	-163
115	-178	-167
116	-186	-167
117	-187	-169
118	-191	-172
119	-193	-172
120	-193	-175
121	-196	-175
122	-195	-178
123	-203	-181
124	-202	-182
125	-205	-183
126	-208	-185
127	-209	-188
128	-208	-190
129	-213	-194
130	-215	-194
131	-217	-198
132	-221	-199
133	-224	-201
134	-225	-202
135	-223	-203
136	-226	-207
137	-228	-210
138	-230	-211
139	-232	-211
140	-234	-213
141	-235	-213
142	-238	-217
143	-240	-218
144	-241	-222
145	-243	-222
146	-245	-226
147	-249	-229
148	-252	-230
149	-252	-232
150	-255	-234
151	-257	-238
152	-260	-237
153	-263	-239
154	-266	-239
155	-266	-242
156	-267	-243
157	-268	-248
158	-269	-248
159	-271	-250
160	-273	-252
161	-275	-254
162	-276	-258
163	-276	-256
164	-279	-261
165	-280	-262
166	-283	-262
167	-285	-263
168	-288	-267
169	-289	-268
170	-293	-270
171	-293	-274
172	-295	-274
173	-298	-276
174	-300	-279
175	-302	-279
176	-303	-282
177	-302	-284
178	-304	-287
179	-308	-289
180	-313	-289
181	-314	-288
182	-314	-292
183	-317	-294
184	-318	-297
185	-319	-298
186	-322	-299
187	-325	-302
188	-324	-302
189	-329	-306
190	-327	-306
191	-333	-309
192	-334	-310
193	-335	-313
194	-334	-312
195	-339	-314
196	-342	-317
197	-344	-318
198	-345	-321
199	-345	-319
200	-346	-323
201	-350	-324
202	-353	-330
203	-353	-329
204	-357	-332
205	-356	-332
206	-359	-333
207	-360	-336
208	-362	-336
209	-364	-341
210	-366	-338
211	-369	-342
212	-371	-345
213	-371	-346
214	-370	-347
215	-375	-349
216	-376	-349
217	-379	-352
218	-381	-355
219	-384	-355
220	-382	-358
221	-382	-361
222	-382	-361
223	-385	-365
224	-382	-364
225	-324	-367
226	-324	-369
227	-322	-372
228	-324	-372
229	-322	-373
230	-322	-374
231	-321	-374
232	-320	-380
233	-319	-380
234	-321	-381
235	-320	-380
236	-320	-382
237	-319	-384
238	-318	-384
239	-318	-387
240	-318	-388
241	-318	-389
242	-319	-389
243	-317	-392
244	-318	-393
245	-318	-395
246	-317	-397
247	-318	-399
248	-318	-400
249	-321	-403
250	-318	-403
251	-319	-404
252	-319	-405
253	-320	-407
254	-317	-409
255	-319	-410
256	-319	-411
257	-320	-411
258	-320	-414
259	-317	-415
260	-318	-416
261	-318	-418
262	-316	-418
263	-318	-418
264	-316	-422
265	-317	-425
266	-315	-426
267	-317	-427
268	-316	-430
269	-315	-432
270	-316	-434
271	-315	-435
272	-314	-435
273	-316	-436
274	-316	-438
275	-316	-442
276	-317	-442
277	-317	-444
278	-315	-445
279	-315	-448
280	-315	-449
281	-316	-451
282	-316	-453
283	-317	-454
284	-316	-456
285	-317	-455
286	-316	-459
287	-317	-459
288	-315	-461
289	-317	-463
290	-317	-464
291	-317	-464
292	-316	-468
293	-316	-470
294	-315	-472
295	-317	-472
296	-318	-474
297	-316	-474
298	-316	-476
299	-317	-477
300	-316	-483
301	-316	-482
302	-316	-485
303	-315	-487
304	-317	-487
305	-316	-490
306	-315	-491
307	-316	-494
308	-317	-494
309	-316	-498
310	-314	-498
311	-316	-501
312	-315	-503
313	-315	-505
314	-316	-506
315	-316	-507
316	-315	-509
317	-314	-510
318	-315	-512
319	-317	-513
320	-315	-516
321	-315	-517
322	-315	-519
323	-316	-521
324	-317	-523
325	-316	-525
326	-317	-526
327	-316	-528
328	-317	-530
329	-315	-533
330	-315	-534
331	-319	-534
332	-316	-534
333	-317	-537
334	-316	-538
335	-316	-541
336	-315	-543
337	-315	-544
338	-316	-546
339	-315	-549
340	-317	-549
341	-314	-551
342	-316	-553
343	-316	-555
